sep=,
"Name","Color","Image name","Series","Deviation","Mean","Max","Min","Sum","TLG","No. Pixels/Voxels","Hard Area/Volume "
"Box","","CT( HU )","BR_CTRecon,4h CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0_Registered","284.66","108.49","3081.48","-901.13","3.28266e+07","N/A","302589","4.96"
"Heart","","CT( HU )","BR_CTRecon,4h CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0_Registered","75.59","134.53","381.62","-292.84","4.36024e+06","N/A","32412","0.5314"
"Heart","","CT( HU )","BR_CTRecon,30m CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0","94.61","130.31","559","-372","4.26184e+06","N/A","32706","0.5137"
"Box","","CT( HU )","BR_CTRecon,30m CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0","277.41","90.99","3075","-941","2.85544e+07","N/A","313803","4.93"
"Heart","","NM( %ID/g )","DCA_adjustHU_2_30m_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC","0.2961","1.4","2.7","1.01","0.7323","N/A","4008","0.5248"
"Box","","NM( %ID/g )","DCA_adjustHU_2_30m_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC","0.4157","0.3907","2.7","0.0428","1.91","N/A","37386","4.9"
"Box","","NM( %ID/g )","DCA_adjustHU_2_4h_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC_Registered","0.382","0.3149","2.28","0.01684","1.57","N/A","36456","4.98"
"Heart","","NM( %ID/g )","DCA_adjustHU_2_4h_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC_Registered","0.2964","1.18","2.28","0.4367","0.6271","N/A","3882","0.5307"
