"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","28/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","75"
"Acquired By","Jenasee"
"Series Date","07/01/2025"
"Series Time","17:41:20"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2","Instance 3","Instance 4","Instance 5","Instance 6"
"IVS;d","M-Mode","Depth","mm","1.710800","4.953943E-02","1.678822","1.726788","1.726788","1.774755","1.726788","1.630856",
"IVS;s","M-Mode","Depth","mm","2.686115","6.067316E-02","2.734081","2.734081","2.638149","2.734081","2.686115","2.590182",
"LVID;d","M-Mode","Depth","mm","7.226929","7.221550E-02","7.338850","7.194951","7.146985","7.194951","7.194951","7.290884",
"LVID;s","M-Mode","Depth","mm","4.292988","6.611704E-02","4.269004","4.316971","4.316971","4.173072","4.364937","4.316971",
"LVPW;d","M-Mode","Depth","mm","2.078541","0.131069","2.014586","2.110519","2.254418","2.062553","1.870687","2.158485",
"LVPW;s","M-Mode","Depth","mm","3.133801","8.930847E-02","3.261711","3.021880","3.213745","3.117812","3.069846","3.117812",

Calculation,,Units,
"EF",,"%",69.850134,
"FS",,"%",40.597341,
"LV Mass",,"mg",1010.314611,
"LV Mass (Corrected)",,"mg",808.251689,
"LV Vol;d",,"uL",274.455309,
"LV Vol;s",,"uL",82.747907,



