"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","01/05/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","94"
"Acquired By","Jenasee"
"Series Date","05/03/2025"
"Series Time","15:10:51"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","SAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2","Instance 3","Instance 4","Instance 5","Instance 6"
"IVS;d","M-Mode","Depth","mm","1.889490","0.171418","1.772855","1.866163","2.146087","1.772855","1.726201","2.052779",
"IVS;s","M-Mode","Depth","mm","2.892552","0.125186","2.845898","3.079169","2.705936","2.845898","2.939206","2.939206",
"LVID;d","M-Mode","Depth","mm","7.534632","0.273235","7.651267","7.464651","7.184727","7.884538","7.744576","7.278035",
"LVID;s","M-Mode","Depth","mm","4.805369","0.202287","4.805369","4.572099","5.085294","4.991985","4.758715","4.618753",
"LVPW;d","M-Mode","Depth","mm","1.990574","0.113002","1.959471","2.052779","2.146087","1.866163","1.866163","2.052779",
"LVPW;s","M-Mode","Depth","mm","2.978085","0.112035","3.079169","3.079169","2.892552","2.892552","2.845898","3.079169",

Calculation,,Units,
"EF",,"%",64.232413,
"FS",,"%",36.222910,
"LV Mass",,"mg",1115.690238,
"LV Mass (Corrected)",,"mg",892.552190,
"LV Vol;d",,"uL",301.392467,
"LV Vol;s",,"uL",107.800814,



