"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","24/04/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_WholeHeart_20Gy_Blinded"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","27/08/2024"
"Study Time","17:48:21"
"Study Notes",""


"Series Name","11"
"Acquired By","Jenasee"
"Series Date","05/12/2024"
"Series Time","17:59:21"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2","Instance 3","Instance 4","Instance 5","Instance 6"
"IVS;d","M-Mode","Depth","mm","1.557059","0.196768","1.462282","1.705995","1.868471","1.543520","1.421663","1.340425",
"IVS;s","M-Mode","Depth","mm","2.836556","0.178754","2.965182","2.965182","3.046420","2.599612","2.721469","2.721469",
"LVID;d","M-Mode","Depth","mm","7.507733","0.185992","7.839454","7.433265","7.433265","7.311408","7.595741","7.433265",
"LVID;s","M-Mode","Depth","mm","4.028044","0.169273","4.264988","4.061893","3.818180","4.143131","4.021274","3.858799",
"LVPW;d","M-Mode","Depth","mm","1.428433","0.146266","1.421663","1.462282","1.259187","1.584138","1.259187","1.584138",
"LVPW;s","M-Mode","Depth","mm","2.748548","0.142263","2.599612","2.680850","2.802706","2.721469","2.680850","3.005801",

Calculation,,Units,
"EF",,"%",76.195908,
"FS",,"%",46.348065,
"LV Mass",,"mg",771.011154,
"LV Mass (Corrected)",,"mg",616.808923,
"LV Vol;d",,"uL",298.985553,
"LV Vol;s",,"uL",71.170795,



