"FUJIFILM VisualSonics Measurement Export"
"Institution",""
"Report Date","18/06/2025"

"Version Information"
"Company Name","Model","SW Version","SW Build","Report Version"
"FUJIFILM VisualSonics, Inc.","Vevo LAB","5.9.0","3539","8"

"Study","1"
"Study Name","JM_InVivo2_20Gy_30wk"
"Owner User Name","Administrator"
"Granting Institution",""
"Study Date","01/05/2025"
"Study Time","15:33:47"
"Study Notes",""


"Series Name","27"
"Acquired By","Jenasee"
"Series Date","02/05/2025"
"Series Time","15:11:51"
"Animal ID",""
"Sex",""
"Series Notes",""
"Application",""
"Measurement Package",""
"Color",""
"Strain",""
"Source",""
"Weight",""
"Type",""
"Date of Birth",""
"Temperature",""
"Heart Rate",""
"Anesthetic Type",""
"Anesthetic On",""
"Anesthetic Off",""
"Protocol ID",""
"Protocol Name",""
"Injectable",""
"Injection Site",""
"Injection Amount",""



"Measurement File","VSI_CardiacPackage.sxml"
"Measurement Version","5"
"Measurement Description","Cardiac Package"

"Protocol Name","PSLAX M-Mode"
,,,
"Measurement","Mode","Parameter","Units","Avg","STD","Instance 1","Instance 2","Instance 3","Instance 4","Instance 5","Instance 6"
"IVS;d","M-Mode","Depth","mm","2.244196","0.258347","1.889849","2.126080","2.078834","2.598543","2.409558","2.362312",
"IVS;s","M-Mode","Depth","mm","3.385980","6.455064E-02","3.496221","3.354483","3.354483","3.401729","3.401729","3.307236",
"LVID;d","M-Mode","Depth","mm","6.527855","0.274544","6.850704","6.756211","6.661719","6.236503","6.189257","6.472734",
"LVID;s","M-Mode","Depth","mm","2.945015","0.162754","2.740282","2.787528","3.118251","2.882020","3.071005","3.071005",
"LVPW;d","M-Mode","Depth","mm","2.874146","0.100964","2.693035","2.834774","2.929266","2.929266","2.976513","2.882020",
"LVPW;s","M-Mode","Depth","mm","3.952935","0.220932","3.874191","4.063176","3.732452","4.346653","3.874191","3.826945",

Calculation,,Units,
"EF",,"%",84.662688,
"FS",,"%",54.885410,
"LV Mass",,"mg",1370.425165,
"LV Mass (Corrected)",,"mg",1096.340132,
"LV Vol;d",,"uL",218.103387,
"LV Vol;s",,"uL",33.451196,



