sep=,
"Name","Color","Image name","Series","Deviation","Mean","Max","Min","Sum","TLG","No. Pixels/Voxels","Hard Area/Volume "
"Box","","NM( %ID/g )","DCA_adjustHU_2_4h_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC_Registered","0.4301","0.3513","2.23","0.009633","1.69","N/A","36735","4.81"
"Heart","","NM( %ID/g )","DCA_adjustHU_2_4h_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC_Registered","0.3213","1.31","2.23","0.322","0.7224","N/A","4216","0.5521"
"Box","","CT( HU )","BR_CTRecon,30m CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0","310.37","115.34","4099","-786","3.44185e+07","N/A","298406","4.69"
"Heart","","CT( HU )","BR_CTRecon,30m CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0","94.75","108.92","442","-412","3.74236e+06","N/A","34360","0.5397"
"Box","","NM( %ID/g )","DCA_adjustHU_2_30m_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC","0.4645","0.4205","2.65","0.02905","2.03","N/A","36797","4.82"
"Heart","","NM( %ID/g )","DCA_adjustHU_2_30m_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC","0.296","1.51","2.65","1.09","0.8343","N/A","4216","0.5521"
"Box","","CT( HU )","BR_CTRecon,4h CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0_Registered","302.77","72.33","3500.24","-861.84","2.19195e+07","N/A","303030","4.76"
"Heart","","CT( HU )","BR_CTRecon,4h CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0_Registered","120.73","87.41","398.28","-491.52","3.08794e+06","N/A","35327","0.5549"
