sep=,
"Name","Color","Image name","Series","Deviation","Mean","Max","Min","Sum","TLG","No. Pixels/Voxels","Hard Area/Volume "
"Box","","CT( HU )","BR_CTRecon,4h CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0_Registered","328.72","112.4","3198.3","-1000","3.98301e+07","N/A","354363","6.59"
"Heart","","CT( HU )","BR_CTRecon,4h CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0_Registered","79.88","193.17","430.75","-364.05","5.27916e+06","N/A","27329","0.5081"
"Box","","CT( HU )","BR_CTRecon,30m CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0","321.86","118.13","3410","-1000","4.92257e+07","N/A","416699","6.55"
"Heart","","CT( HU )","BR_CTRecon,30m CT Scan,FBP,V250,Sl250,F:Cos,C100,M30,S0","129.47","146.15","487","-542","4.76746e+06","N/A","32620","0.5124"
"Box","","NM( %ID/g )","DCA_adjustHU_2_4h_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC_Registered","0.4859","0.3621","2.7","0.0131","2.39","N/A","43428","6.59"
"Heart","","NM( %ID/g )","DCA_adjustHU_2_4h_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC_Registered","0.3727","1.71","2.7","0.5435","0.8521","N/A","3291","0.4995"
"Box","","NM( %ID/g )","DCA_adjustHU_2_30m_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC","0.4809","0.3957","3.02","0.02551","2.59","N/A","49910","6.54"
"Heart","","NM( %ID/g )","DCA_adjustHU_2_30m_TT3Dnd5pMM Reg:Me,Res128,It48,S3,Q:Me+AC","0.3759","1.81","3.02","1.25","0.926","N/A","3905","0.5114"
